# Time(s)         Deslocamento u_{10}(t)
   1.370794E-01     3.224676E+00
   1.378086E-01    -9.389381E-01
   1.385377E-01    -2.164533E+00
   1.392669E-01     3.382885E+00
   1.399960E-01    -1.655040E+00
   1.407252E-01    -1.514200E+00
   1.414543E-01     3.364704E+00
   1.421834E-01    -2.284845E+00
   1.429126E-01    -7.849136E-01
   1.436417E-01     3.171082E+00
   1.443709E-01    -2.795515E+00
   1.451000E-01    -1.470081E-02
