# Time(s)         Deslocamento u_{10}(t)
   2.634541E-03    -2.906847E-01
   2.651649E-03     1.550269E+00
   2.668756E-03     1.834393E+00
   2.685863E-03     2.763630E-01
   2.702971E-03    -1.559200E+00
   2.720078E-03    -1.828965E+00
   2.737186E-03    -2.620265E-01
   2.754293E-03     1.568048E+00
   2.771400E-03     1.823439E+00
   2.788508E-03     2.476759E-01
   2.805615E-03    -1.576811E+00
   2.822723E-03    -1.817815E+00
   2.839830E-03    -2.333121E-01
   2.856938E-03     1.585490E+00
   2.874045E-03     1.812094E+00
   2.891152E-03     2.189358E-01
   2.908260E-03    -1.594084E+00
   2.925367E-03    -1.806275E+00
   2.942475E-03    -2.045477E-01
   2.959582E-03     1.602593E+00
   2.976689E-03     1.800359E+00
   2.993797E-03     1.901486E-01
   3.010904E-03    -1.611015E+00
   3.028012E-03    -1.794347E+00
   3.045119E-03    -1.757394E-01
   3.062226E-03     1.619351E+00
   3.079334E-03     1.788239E+00
   3.096441E-03     1.613207E-01
   3.113549E-03    -1.627601E+00
   3.130656E-03    -1.782034E+00
   3.147763E-03    -1.468933E-01
   3.164871E-03     1.635763E+00
   3.181978E-03     1.775734E+00
   3.199086E-03     1.324581E-01
   3.216193E-03    -1.643837E+00
   3.233301E-03    -1.769339E+00
   3.250408E-03    -1.180158E-01
   3.267515E-03     1.651823E+00
   3.284623E-03     1.762849E+00
   3.301730E-03     1.035671E-01
   3.318838E-03    -1.659720E+00
   3.335945E-03    -1.756265E+00
   3.353052E-03    -8.911293E-02
   3.370160E-03     1.667529E+00
   3.387267E-03     1.749586E+00
   3.404375E-03     7.465394E-02
